-0.025757,-0.164933,1.056776,11.433378,47.040401,29.446232,63
-0.042603,-0.111710,0.952284,15.876125,31.055668,28.911880,63
-0.038208,-0.147599,0.981093,15.082232,20.139637,33.568367,63
-0.058960,-0.143937,0.919325,24.990627,20.261774,10.362262,64
-0.084839,-0.040666,0.958876,93.860855,78.139641,14.301193,64
-0.141480,0.009383,1.028700,32.944828,-17.967234,4.163789,64
-0.150513,-0.009904,1.055556,8.196735,12.154905,3.247758,64
-0.125367,0.023055,0.996229,16.181469,-11.845097,14.331728,64
-0.111451,0.088241,1.013075,24.456280,-19.158073,24.743940,64
-0.059449,0.107284,0.975722,54.899025,-42.593185,19.186689,64
-0.040162,0.136092,1.025038,54.807423,-17.738226,37.156155,64
0.008911,0.218612,0.951063,-0.322348,-27.417614,7.812644,64
0.028686,0.181258,1.035048,-25.574257,-23.371813,17.812643,64
0.077270,0.176131,0.959364,-24.169676,-26.058836,15.583635,64
0.097534,0.156600,1.004286,-25.085707,-22.837461,8.316461,64
0.145141,0.079452,1.008925,-64.581894,-34.852730,5.721040,64
0.214233,0.035018,0.864394,-100.520821,-62.806927,-6.889647,64
0.167114,-0.043107,1.118056,-41.055172,-26.135172,-8.355295,64
0.244506,-0.031144,0.914687,-42.032272,-45.997768,1.858445,64
0.308959,-0.056535,0.831679,-16.688759,26.841927,12.209590,64
0.277221,-0.132462,0.894911,-53.635326,39.559486,-0.294227,64
0.223022,-0.175187,0.952284,-40.246014,26.918262,2.759208,64
0.175659,-0.162492,1.057021,-38.337616,23.498415,3.293560,64
0.166381,-0.121964,0.973036,-31.436852,48.490784,21.186689,64
0.156127,-0.221330,1.031386,-16.291813,37.544216,15.537834,64
0.136840,-0.224748,0.969862,14.685286,82.506050,16.942413,64
0.094848,-0.180558,0.892470,-3.055172,54.582386,5.003483,64
0.038452,-0.238908,1.022841,-12.520821,29.330479,1.721040,64
0.029907,-0.206437,0.970106,-8.154409,14.429714,2.194323,64
-0.006714,-0.212541,1.059462,9.784523,35.757957,17.766842,64
0.011840,-0.166398,0.902968,23.524981,69.361008,34.209591,64
-0.069214,-0.137345,0.924696,35.250172,80.536583,19.293560,64
-0.115113,-0.087296,0.880507,30.044064,27.605286,6.743941,64
-0.151001,-0.130753,0.970106,22.639484,31.055668,14.957682,64
-0.226197,-0.067765,1.035048,25.937195,45.086201,30.423330,65
-0.236451,-0.032121,0.922499,36.914295,49.574753,32.117989,65
-0.258179,0.083358,0.839247,50.593681,27.483150,50.652340,65
-0.303345,0.039413,0.981337,-8.398684,-28.638988,4.194323,65
-0.325806,0.055282,1.052626,8.792156,23.238874,21.537834,65
-0.306275,0.071883,0.941054,23.784523,48.017498,19.369896,65
-0.307984,0.090682,0.894179,7.341774,11.193073,14.805010,65
-0.308716,0.081893,0.911269,6.471545,5.544217,16.331726,65
-0.316773,0.129500,0.948622,21.448645,-14.196241,27.430964,65
-0.267945,0.149276,0.981093,59.845589,-52.806927,76.179062,65
-0.261597,0.269881,0.918349,59.479179,-14.013035,54.331726,65
-0.204957,0.233016,0.925917,11.692919,-24.593187,35.858444,65
-0.172730,0.266463,0.904921,8.395210,-18.257309,11.064552,65
-0.165650,0.266952,0.932997,-5.467386,-34.104637,20.988216,65
-0.140748,0.208602,1.024062,10.318874,-54.608456,24.469131,65
-0.063599,0.238875,0.972792,34.242538,-27.081738,32.499664,65
-0.040162,0.333602,0.933729,23.265438,13.666355,11.614170,65
-0.105103,0.408553,0.932997,51.891392,-12.211508,18.072186,65
-0.027466,0.352157,0.853895,10.486813,-14.303111,22.438599,65
0.025024,0.333602,0.901991,-36.887234,-46.867996,27.324093,65
0.057006,0.302108,0.898573,-17.177311,-16.761127,30.377529,65
0.100219,0.348250,0.926405,6.914293,12.612919,-5.088120,65
0.036010,0.504989,0.651747,34.547882,-40.577919,28.850811,65
0.077514,0.402450,0.887587,12.318874,-17.616089,18.179054,65
0.090209,0.432479,0.733534,37.143299,23.559484,30.163788,65
0.138061,0.686141,0.661757,30.914295,7.910629,22.805010,65
0.020385,0.461532,0.891737,12.639484,14.841927,50.362263,65
0.024047,0.444686,0.759169,-14.551355,40.231239,28.972948,65
-0.020630,0.507674,0.884169,-79.482651,-0.150439,59.659973,65
0.047241,0.429305,0.820692,-117.604790,-40.730591,25.247759,65
0.030639,0.337508,0.936171,-94.902504,23.025133,22.499666,65
0.074340,0.288192,0.861220,-106.536087,-8.165707,-14.569036,66
0.022827,0.196639,0.993544,-101.329979,-23.555019,-16.416365,66
0.058227,0.161971,0.959608,-114.429214,-9.493951,35.507301,66
0.028198,0.018661,1.061415,-121.070442,-7.631355,30.209591,66
0.070678,-0.089982,0.999892,-74.871964,-16.638988,20.117987,66
0.084838,-0.135392,0.957167,-80.597160,-17.646624,21.751575,66
0.056762,-0.210099,0.981093,-40.383415,21.986965,20.850811,66
0.045532,-0.184708,0.961073,-33.391052,26.093834,19.522568,66
0.042358,-0.209367,0.913954,-65.543716,-12.852730,4.835544,66
0.041137,-0.295792,1.000380,-24.001738,-9.341279,8.453865,66
0.068237,-0.316789,0.955458,-46.154408,-3.158073,13.186689,66
0.071899,-0.339494,0.902479,-34.566620,2.872461,10.637071,66
0.076049,-0.402238,0.932265,-32.719292,4.215972,21.446232,66
0.069702,-0.408585,0.925429,-39.039906,5.070935,9.690506,66
0.056762,-0.401994,0.873427,-40.963570,-3.081737,22.911880,66
0.040161,-0.437150,0.856337,-36.429218,0.536583,18.713406,66
0.045043,-0.471085,0.900770,-20.032272,-9.738226,4.652338,66
0.050903,-0.486955,0.881239,-17.391050,-5.814562,12.224857,66
0.059448,-0.461808,0.830702,-30.078074,-11.509218,9.553102,66
